,system,threads,trial_num,num_keys,throughput
0,original,1,0,10000000,361574.089659
1,original,2,0,10000000,575410.01416
2,original,3,0,10000000,753440.283679
3,original,4,0,10000000,817377.644901
4,fixed,1,0,10000000,530487.627941
5,fixed,2,0,10000000,734190.187122
6,fixed,3,0,10000000,963576.797071
7,fixed,4,0,10000000,1968024.715242
