,system,threads,trial_num,num_keys,throughput
374,fixed,2,14,10000000,741553.648329
375,fixed,2,15,10000000,735349.971803
376,fixed,2,16,10000000,733957.720953
377,fixed,2,17,10000000,732801.246348
378,fixed,2,18,10000000,733928.040117
379,fixed,2,19,10000000,733787.640829
380,fixed,2,20,10000000,731413.966554
381,fixed,2,21,10000000,740176.397359
382,fixed,2,22,10000000,722740.121733
383,fixed,2,23,10000000,723993.903682
384,fixed,2,24,10000000,736020.613288
385,fixed,2,25,10000000,727039.651579
386,fixed,2,26,10000000,733774.772236
387,fixed,2,27,10000000,723850.729529
388,fixed,2,28,10000000,734869.136341
389,fixed,2,29,10000000,737931.027358
390,fixed,2,30,10000000,740179.136674
391,fixed,2,31,10000000,731735.301487
392,fixed,2,32,10000000,734557.831444
393,fixed,2,33,10000000,735987.840303
394,fixed,2,34,10000000,744539.325227
395,fixed,2,35,10000000,736462.981872
396,fixed,2,36,10000000,735243.785885
397,fixed,2,37,10000000,750225.198849
398,fixed,2,38,10000000,729939.847847
399,fixed,2,39,10000000,728574.942384
400,fixed,3,0,10000000,959385.931603
401,fixed,3,1,10000000,954159.869868
402,fixed,3,2,10000000,957376.909811
403,fixed,3,3,10000000,948219.532924
404,fixed,3,4,10000000,781617.543437
405,fixed,3,5,10000000,962156.647184
406,fixed,3,6,10000000,958435.618381
407,fixed,3,7,10000000,954323.955955
408,fixed,3,8,10000000,955747.18499
409,fixed,3,9,10000000,959437.293865
410,fixed,3,10,10000000,966003.627537
411,fixed,3,11,10000000,961628.984113
412,fixed,3,12,10000000,950885.978502
413,fixed,3,13,10000000,956442.005135
414,fixed,3,14,10000000,952913.858112
415,fixed,3,15,10000000,954643.092837
416,fixed,3,16,10000000,964145.920014
417,fixed,3,17,10000000,959532.392998
418,fixed,3,18,10000000,955763.353376
419,fixed,3,19,10000000,774090.988822
420,fixed,3,20,10000000,961731.085178
421,fixed,3,21,10000000,966571.324071
422,fixed,3,22,10000000,956278.195863
423,fixed,3,23,10000000,959006.224046
424,fixed,3,24,10000000,957363.803032
425,fixed,3,25,10000000,960164.410872
426,fixed,3,26,10000000,959163.701332
427,fixed,3,27,10000000,951180.472037
428,fixed,3,28,10000000,955762.62259
429,fixed,3,29,10000000,953624.296821
430,fixed,3,30,10000000,965591.811704
431,fixed,3,31,10000000,959880.913334
432,fixed,3,32,10000000,950801.716007
433,fixed,3,33,10000000,959343.962225
434,fixed,3,34,10000000,958529.692135
435,fixed,3,35,10000000,959916.663875
436,fixed,3,36,10000000,953156.095228
437,fixed,3,37,10000000,962126.931674
438,fixed,3,38,10000000,962964.482307
439,fixed,3,39,10000000,954755.839334
440,fixed,4,0,10000000,1880990.838258
441,fixed,4,1,10000000,968728.288377
442,fixed,4,2,10000000,1959412.724818
443,fixed,4,3,10000000,972182.740801
444,fixed,4,4,10000000,949215.634645
445,fixed,4,5,10000000,964141.736934
446,fixed,4,6,10000000,962745.874465
447,fixed,4,7,10000000,957684.15117
448,fixed,4,8,10000000,964150.846799
449,fixed,4,9,10000000,1951874.199366
450,fixed,4,10,10000000,965997.935276
451,fixed,4,11,10000000,1913930.543461
452,fixed,4,12,10000000,800318.590825
453,fixed,4,13,10000000,966052.714405
454,fixed,4,14,10000000,961107.257071
455,fixed,4,15,10000000,949608.27709
456,fixed,4,16,10000000,959979.049417
457,fixed,4,17,10000000,951824.542948
458,fixed,4,18,10000000,949463.296882
459,fixed,4,19,10000000,958135.789687
460,fixed,4,20,10000000,1937883.470804
461,fixed,4,21,10000000,958542.003934
462,fixed,4,22,10000000,957569.061556
463,fixed,4,23,10000000,954484.909832
464,fixed,4,24,10000000,963101.92787
465,fixed,4,25,10000000,967517.627446
466,fixed,4,26,10000000,951623.369548
467,fixed,4,27,10000000,967563.217194
468,fixed,4,28,10000000,955563.524955
469,fixed,4,29,10000000,1924601.799888
470,fixed,4,30,10000000,964774.258742
471,fixed,4,31,10000000,971619.008754
472,fixed,4,32,10000000,960294.234153
473,fixed,4,33,10000000,948149.31683
474,fixed,4,34,10000000,968368.813721
475,fixed,4,35,10000000,963753.797913
476,fixed,4,36,10000000,947660.430145
477,fixed,4,37,10000000,968071.923097
478,fixed,4,38,10000000,952016.194176
479,fixed,4,39,10000000,1937187.095854
480,fixed,5,0,10000000,1953156.281019
481,fixed,5,1,10000000,879588.549587
482,fixed,5,2,10000000,876455.836968
483,fixed,5,3,10000000,1985441.945479
484,fixed,5,4,10000000,875800.076212
485,fixed,5,5,10000000,878244.641895
486,fixed,5,6,10000000,1956436.038726
487,fixed,5,7,10000000,837959.849321
488,fixed,5,8,10000000,886330.505732
489,fixed,5,9,10000000,1837821.108699
490,fixed,5,10,10000000,876991.65902
491,fixed,5,11,10000000,875190.10223
492,fixed,5,12,10000000,884163.760568
493,fixed,5,13,10000000,881998.870512
494,fixed,5,14,10000000,1904725.261476
495,fixed,5,15,10000000,882728.853855
496,fixed,5,16,10000000,1946751.669632
497,fixed,5,17,10000000,879403.602547
498,fixed,5,18,10000000,838996.137765
499,fixed,5,19,10000000,1826779.305879
500,fixed,5,20,10000000,1837750.182121
501,fixed,5,21,10000000,838973.050004
502,fixed,5,22,10000000,1982609.343879
503,fixed,5,23,10000000,1841061.86557
504,fixed,5,24,10000000,850942.742446
505,fixed,5,25,10000000,881505.244251
506,fixed,5,26,10000000,879183.639307
507,fixed,5,27,10000000,878659.264372
508,fixed,5,28,10000000,1776398.02969
509,fixed,5,29,10000000,1855001.575824
510,fixed,5,30,10000000,844266.585617
511,fixed,5,31,10000000,884148.125933
512,fixed,5,32,10000000,883227.284233
513,fixed,5,33,10000000,878000.049344
514,fixed,5,34,10000000,1842012.435426
515,fixed,5,35,10000000,1948195.532593
516,fixed,5,36,10000000,894896.788421
517,fixed,5,37,10000000,844486.180828
518,fixed,5,38,10000000,849228.845009
519,fixed,5,39,10000000,1935996.347936
520,fixed,6,0,10000000,2302509.182407
521,fixed,6,1,10000000,1012467.627613
522,fixed,6,2,10000000,2271158.108943
523,fixed,6,3,10000000,2376424.726034
524,fixed,6,4,10000000,2277732.590094
525,fixed,6,5,10000000,1233557.754496
526,fixed,6,6,10000000,2286230.059216
527,fixed,6,7,10000000,1317228.198852
528,fixed,6,8,10000000,1002919.297491
529,fixed,6,9,10000000,998074.215801
530,fixed,6,10,10000000,1005610.704364
531,fixed,6,11,10000000,1243143.287803
532,fixed,6,12,10000000,1262385.580527
533,fixed,6,13,10000000,1295569.889453
534,fixed,6,14,10000000,1287227.421548
535,fixed,6,15,10000000,1019502.886315
536,fixed,6,16,10000000,1277510.714163
537,fixed,6,17,10000000,2273961.930694
538,fixed,6,18,10000000,1275893.948716
539,fixed,6,19,10000000,2358821.023511
540,fixed,6,20,10000000,1227638.412855
541,fixed,6,21,10000000,999334.14366
542,fixed,6,22,10000000,1286269.421221
543,fixed,6,23,10000000,2259301.37431
544,fixed,6,24,10000000,2392226.030912
545,fixed,6,25,10000000,1013864.701175
546,fixed,6,26,10000000,1247557.9054
547,fixed,6,27,10000000,1003489.23241
548,fixed,6,28,10000000,1263939.994196
549,fixed,6,29,10000000,2262480.293797
550,fixed,6,30,10000000,1238389.326075
551,fixed,6,31,10000000,1282153.196793
552,fixed,6,32,10000000,2309283.759477
553,fixed,6,33,10000000,2276267.903985
554,fixed,6,34,10000000,995071.11425
555,fixed,6,35,10000000,1280717.693704
556,fixed,6,36,10000000,2294854.889441
557,fixed,6,37,10000000,1241720.82639
558,fixed,6,38,10000000,2283887.175974
559,fixed,6,39,10000000,1293164.204698
560,fixed,7,0,10000000,1113265.775171
561,fixed,7,1,10000000,1183684.51872
562,fixed,7,2,10000000,1180720.766269
563,fixed,7,3,10000000,1173953.493832
564,fixed,7,4,10000000,1187280.145399
565,fixed,7,5,10000000,1181320.115779
566,fixed,7,6,10000000,1187907.905301
567,fixed,7,7,10000000,1176605.828693
568,fixed,7,8,10000000,1165988.352942
569,fixed,7,9,10000000,1177687.901871
570,fixed,7,10,10000000,1166055.789473
571,fixed,7,11,10000000,1183162.275675
572,fixed,7,12,10000000,1185171.841028
573,fixed,7,13,10000000,1122662.81249
574,fixed,7,14,10000000,1212399.843649
575,fixed,7,15,10000000,1195880.717117
576,fixed,7,16,10000000,1118988.917422
577,fixed,7,17,10000000,1182397.599638
578,fixed,7,18,10000000,1183369.353124
579,fixed,7,19,10000000,1193536.759739
580,fixed,7,20,10000000,1183363.471629
581,fixed,7,21,10000000,1165714.472229
582,fixed,7,22,10000000,1123630.855802
583,fixed,7,23,10000000,1173259.5838
584,fixed,7,24,10000000,1185358.546068
585,fixed,7,25,10000000,1116876.302487
586,fixed,7,26,10000000,1197544.984879
587,fixed,7,27,10000000,1122513.856311
588,fixed,7,28,10000000,1181455.636046
589,fixed,7,29,10000000,1179888.37784
590,fixed,7,30,10000000,1168810.206144
591,fixed,7,31,10000000,1119932.696525
592,fixed,7,32,10000000,1119457.537744
593,fixed,7,33,10000000,1202136.051507
594,fixed,7,34,10000000,1190545.922452
595,fixed,7,35,10000000,1170441.711827
596,fixed,7,36,10000000,1189648.393469
597,fixed,7,37,10000000,1120032.041877
598,fixed,7,38,10000000,1182561.615303
599,fixed,7,39,10000000,1165813.000097
600,fixed,8,0,10000000,2426826.332425
601,fixed,8,1,10000000,1313739.866632
602,fixed,8,2,10000000,2415008.019034
603,fixed,8,3,10000000,2468225.30158
604,fixed,8,4,10000000,2435897.529586
605,fixed,8,5,10000000,1262019.792004
606,fixed,8,6,10000000,1287965.188877
607,fixed,8,7,10000000,2433637.740854
608,fixed,8,8,10000000,2423317.157691
609,fixed,8,9,10000000,1296697.143804
610,fixed,8,10,10000000,2430127.751816
611,fixed,8,11,10000000,2424086.107417
612,fixed,8,12,10000000,2418052.795281
613,fixed,8,13,10000000,1255796.442429
614,fixed,8,14,10000000,2407147.881204
615,fixed,8,15,10000000,2369736.193858
616,fixed,8,16,10000000,1308087.07831
617,fixed,8,17,10000000,2427651.140705
618,fixed,8,18,10000000,2451291.009179
619,fixed,8,19,10000000,1302638.990278
620,fixed,8,20,10000000,2470762.845558
621,fixed,8,21,10000000,1324430.336024
622,fixed,8,22,10000000,2479225.945992
623,fixed,8,23,10000000,2543251.165127
624,fixed,8,24,10000000,2407263.774002
625,fixed,8,25,10000000,2409953.299925
626,fixed,8,26,10000000,1332549.261348
627,fixed,8,27,10000000,2435171.473817
628,fixed,8,28,10000000,2523898.797716
629,fixed,8,29,10000000,2445415.274308
630,fixed,8,30,10000000,1306653.21685
631,fixed,8,31,10000000,1272069.93637
632,fixed,8,32,10000000,2422426.631965
633,fixed,8,33,10000000,1280469.081922
634,fixed,8,34,10000000,2441632.768665
635,fixed,8,35,10000000,2415678.332138
636,fixed,8,36,10000000,1265887.521337
637,fixed,8,37,10000000,1301441.932589
638,fixed,8,38,10000000,2450112.043624
639,fixed,8,39,10000000,2567003.277806
